jan_rev,feb_rev,mar_rev
1132188,243299,354410
1132189,243300,354411
1132190,243301,354412
1132191,243302,354413
1132192,243303,354414
1132193,243304,354415
1132194,243305,354416
1132195,243306,354417
1132196,243307,354418
1132197,243308,354419
1132198,243309,354420
1132199,243310,354421
1132200,243311,354422
1132201,243312,354423
1132202,243313,354424
1132203,243314,354425
1132204,243315,354426
1132205,243316,354427
1132206,243317,354428
1132207,243318,354429
1132208,243319,354430
1132209,243320,354431
1132210,243321,354432
1132211,243322,354433
1132212,243323,354434
1132213,243324,354435
1132214,243325,354436
1132215,243326,354437
1132216,243327,354438
1132217,243328,354439
1132218,243329,354440
1132219,243330,354441
1132220,243331,354442
1132221,243332,354443
1132222,243333,354444
1132223,243334,354445
1132224,243335,354446
1132225,243336,354447
1132226,243337,354448
1132227,243338,354449
1132228,243339,354450
1132229,243340,354451
1132230,243341,354452
1132231,243342,354453
1132232,243343,354454
1132233,243344,354455
1132234,243345,354456
1132235,243346,354457
1132236,243347,354458
1132237,243348,354459
1132238,243349,354460
1132239,243350,354461
1132240,243351,354462
1132241,243352,354463
1132242,243353,354464
1132243,243354,354465
1132244,243355,354466
1132245,243356,354467
1132246,243357,354468
1132247,243358,354469
1132248,243359,354470
1132249,243360,354471
1132250,243361,354472
1132251,243362,354473
1132252,243363,354474
1132253,243364,354475
1132254,243365,354476
1132255,243366,354477
1132256,243367,354478
1132257,243368,354479
1132258,243369,354480
1132259,243370,354481
1132260,243371,354482
1132261,243372,354483
1132262,243373,354484
1132263,243374,354485
1132264,243375,354486
1132265,243376,354487
1132266,243377,354488
1132267,243378,354489
1132268,243379,354490
1132269,243380,354491
1132270,243381,354492
1132271,243382,354493
1132272,243383,354494
1132273,243384,354495
1132274,243385,354496
1132275,243386,354497
1132276,243387,354498
1132277,243388,354499
1132278,243389,354500
1132279,243390,354501
1132280,243391,354502
1132281,243392,354503
1132282,243393,354504
1132283,243394,354505
1132284,243395,354506
1132285,243396,354507
1132286,243397,354508
1132287,243398,354509
1132288,243399,354510
1132289,243400,354511
1132290,243401,354512
1132291,243402,354513
1132292,243403,354514
1132293,243404,354515
1132294,243405,354516
1132295,243406,354517
1132296,243407,354518
1132297,243408,354519
1132298,243409,354520
1132299,243410,354521
1132300,243411,354522
1132301,243412,354523
1132302,243413,354524
1132303,243414,354525
1132304,243415,354526
1132305,243416,354527
1132306,243417,354528
1132307,243418,354529
1132308,243419,354530
1132309,243420,354531
1132310,243421,354532
1132311,243422,354533
1132312,243423,354534
1132313,243424,354535
1132314,243425,354536
1132315,243426,354537
1132316,243427,354538
1132317,243428,354539
1132318,243429,354540
1132319,243430,354541
1132320,243431,354542
1132321,243432,354543
1132322,243433,354544
1132323,243434,354545
1132324,243435,354546
1132325,243436,354547
1132326,243437,354548
1132327,243438,354549
1132328,243439,354550
1132329,243440,354551
1132330,243441,354552
1132331,243442,354553
1132332,243443,354554
1132333,243444,354555
1132334,243445,354556
1132335,243446,354557
1132336,243447,354558
1132337,243448,354559
1132338,243449,354560
1132339,243450,354561
1132340,243451,354562
1132341,243452,354563
1132342,243453,354564
1132343,243454,354565
1132344,243455,354566
1132345,243456,354567
1132346,243457,354568
1132347,243458,354569
1132348,243459,354570
1132349,243460,354571
1132350,243461,354572
1132351,243462,354573
1132352,243463,354574
1132353,243464,354575
1132354,243465,354576
1132355,243466,354577
1132356,243467,354578
1132357,243468,354579
1132358,243469,354580
1132359,243470,354581
1132360,243471,354582
1132361,243472,354583
1132362,243473,354584
1132363,243474,354585
1132364,243475,354586
1132365,243476,354587
1132366,243477,354588
1132367,243478,354589
1132368,243479,354590
1132369,243480,354591
1132370,243481,354592
1132371,243482,354593
1132372,243483,354594
1132373,243484,354595
1132374,243485,354596
1132375,243486,354597
1132376,243487,354598
1132377,243488,354599
1132378,243489,354600
1132379,243490,354601
1132380,243491,354602
1132381,243492,354603
1132382,243493,354604
1132383,243494,354605
1132384,243495,354606
1132385,243496,354607
1132386,243497,354608
1132387,243498,354609
1132388,243499,354610
1132389,243500,354611
1132390,243501,354612
1132391,243502,354613
1132392,243503,354614
1132393,243504,354615
1132394,243505,354616
1132395,243506,354617
1132396,243507,354618
1132397,243508,354619
1132398,243509,354620
1132399,243510,354621
1132400,243511,354622
1132401,243512,354623
1132402,243513,354624
1132403,243514,354625
1132404,243515,354626
1132405,243516,354627
1132406,243517,354628
1132407,243518,354629
1132408,243519,354630
1132409,243520,354631
1132410,243521,354632
1132411,243522,354633
1132412,243523,354634
1132413,243524,354635
1132414,243525,354636
1132415,243526,354637
1132416,243527,354638
1132417,243528,354639
1132418,243529,354640
1132419,243530,354641
1132420,243531,354642
1132421,243532,354643
1132422,243533,354644
1132423,243534,354645
1132424,243535,354646
1132425,243536,354647
1132426,243537,354648
1132427,243538,354649
1132428,243539,354650
1132429,243540,354651
1132430,243541,354652
1132431,243542,354653
1132432,243543,354654
1132433,243544,354655
1132434,243545,354656
1132435,243546,354657
1132436,243547,354658
1132437,243548,354659
1132438,243549,354660
1132439,243550,354661
1132440,243551,354662
1132441,243552,354663
1132442,243553,354664
1132443,243554,354665
1132444,243555,354666
1132445,243556,354667
1132446,243557,354668
1132447,243558,354669
1132448,243559,354670
1132449,243560,354671
1132450,243561,354672
1132451,243562,354673
1132452,243563,354674
1132453,243564,354675
1132454,243565,354676
1132455,243566,354677
1132456,243567,354678
1132457,243568,354679
1132458,243569,354680
1132459,243570,354681
1132460,243571,354682
1132461,243572,354683
1132462,243573,354684
1132463,243574,354685
1132464,243575,354686
1132465,243576,354687
1132466,243577,354688
1132467,243578,354689
1132468,243579,354690
1132469,243580,354691
1132470,243581,354692
1132471,243582,354693
1132472,243583,354694
1132473,243584,354695
1132474,243585,354696
1132475,243586,354697
1132476,243587,354698
1132477,243588,354699
1132478,243589,354700
1132479,243590,354701
1132480,243591,354702
1132481,243592,354703
1132482,243593,354704
1132483,243594,354705
1132484,243595,354706
1132485,243596,354707
1132486,243597,354708
1132487,243598,354709
1132488,243599,354710
1132489,243600,354711
1132490,243601,354712
1132491,243602,354713
1132492,243603,354714
1132493,243604,354715
1132494,243605,354716
1132495,243606,354717
1132496,243607,354718
1132497,243608,354719
1132498,243609,354720
1132499,243610,354721
1132500,243611,354722
1132501,243612,354723
1132502,243613,354724
1132503,243614,354725
1132504,243615,354726
1132505,243616,354727
1132506,243617,354728
1132507,243618,354729
1132508,243619,354730
1132509,243620,354731
1132510,243621,354732
1132511,243622,354733
1132512,243623,354734
1132513,243624,354735
1132514,243625,354736
1132515,243626,354737
1132516,243627,354738
1132517,243628,354739
1132518,243629,354740
1132519,243630,354741
1132520,243631,354742
1132521,243632,354743
1132522,243633,354744
1132523,243634,354745
1132524,243635,354746
1132525,243636,354747
1132526,243637,354748
1132527,243638,354749
1132528,243639,354750
1132529,243640,354751
1132530,243641,354752
1132531,243642,354753
1132532,243643,354754
1132533,243644,354755
1132534,243645,354756
1132535,243646,354757
1132536,243647,354758
1132537,243648,354759
1132538,243649,354760
1132539,243650,354761
1132540,243651,354762
1132541,243652,354763
1132542,243653,354764
1132543,243654,354765
1132544,243655,354766
1132545,243656,354767
1132546,243657,354768
1132547,243658,354769
1132548,243659,354770
1132549,243660,354771
1132550,243661,354772
1132551,243662,354773
1132552,243663,354774
1132553,243664,354775
1132554,243665,354776
1132555,243666,354777
1132556,243667,354778
1132557,243668,354779
1132558,243669,354780
1132559,243670,354781
1132560,243671,354782
1132561,243672,354783
1132562,243673,354784
1132563,243674,354785
1132564,243675,354786
1132565,243676,354787
1132566,243677,354788
1132567,243678,354789
1132568,243679,354790
1132569,243680,354791
1132570,243681,354792
1132571,243682,354793
1132572,243683,354794
1132573,243684,354795
1132574,243685,354796
1132575,243686,354797
1132576,243687,354798
1132577,243688,354799
1132578,243689,354800
1132579,243690,354801
1132580,243691,354802
1132581,243692,354803
1132582,243693,354804
1132583,243694,354805
1132584,243695,354806
1132585,243696,354807
1132586,243697,354808
1132587,243698,354809
1132588,243699,354810
1132589,243700,354811
1132590,243701,354812
1132591,243702,354813
1132592,243703,354814
1132593,243704,354815
1132594,243705,354816
1132595,243706,354817
1132596,243707,354818
1132597,243708,354819
1132598,243709,354820
1132599,243710,354821
1132600,243711,354822
1132601,243712,354823
1132602,243713,354824
1132603,243714,354825
1132604,243715,354826
1132605,243716,354827
1132606,243717,354828
1132607,243718,354829
1132608,243719,354830
1132609,243720,354831
1132610,243721,354832
1132611,243722,354833
1132612,243723,354834
1132613,243724,354835
1132614,243725,354836
1132615,243726,354837
1132616,243727,354838
1132617,243728,354839
1132618,243729,354840
1132619,243730,354841
1132620,243731,354842
1132621,243732,354843
1132622,243733,354844
1132623,243734,354845
1132624,243735,354846
1132625,243736,354847
1132626,243737,354848
1132627,243738,354849
1132628,243739,354850
1132629,243740,354851
1132630,243741,354852
1132631,243742,354853
1132632,243743,354854
1132633,243744,354855
1132634,243745,354856
1132635,243746,354857
1132636,243747,354858
1132637,243748,354859
1132638,243749,354860
1132639,243750,354861
1132640,243751,354862
1132641,243752,354863
1132642,243753,354864
1132643,243754,354865
1132644,243755,354866
1132645,243756,354867
1132646,243757,354868
1132647,243758,354869
1132648,243759,354870
1132649,243760,354871
1132650,243761,354872
1132651,243762,354873
1132652,243763,354874
1132653,243764,354875
1132654,243765,354876
1132655,243766,354877
1132656,243767,354878
1132657,243768,354879
1132658,243769,354880
1132659,243770,354881
1132660,243771,354882
1132661,243772,354883
1132662,243773,354884
1132663,243774,354885
1132664,243775,354886
1132665,243776,354887
1132666,243777,354888
1132667,243778,354889
1132668,243779,354890
1132669,243780,354891
1132670,243781,354892
1132671,243782,354893
1132672,243783,354894
1132673,243784,354895
1132674,243785,354896
1132675,243786,354897
1132676,243787,354898
1132677,243788,354899
1132678,243789,354900
1132679,243790,354901
1132680,243791,354902
1132681,243792,354903
1132682,243793,354904
1132683,243794,354905
1132684,243795,354906
1132685,243796,354907
1132686,243797,354908
1132687,243798,354909
1132688,243799,354910
1132689,243800,354911
1132690,243801,354912
1132691,243802,354913
1132692,243803,354914
1132693,243804,354915
1132694,243805,354916
1132695,243806,354917
1132696,243807,354918
1132697,243808,354919
1132698,243809,354920
1132699,243810,354921
1132700,243811,354922
1132701,243812,354923
1132702,243813,354924
1132703,243814,354925
1132704,243815,354926
1132705,243816,354927
1132706,243817,354928
1132707,243818,354929
1132708,243819,354930
1132709,243820,354931
1132710,243821,354932
1132711,243822,354933
1132712,243823,354934
1132713,243824,354935
1132714,243825,354936
1132715,243826,354937
1132716,243827,354938
1132717,243828,354939
1132718,243829,354940
1132719,243830,354941
1132720,243831,354942
1132721,243832,354943
1132722,243833,354944
1132723,243834,354945
1132724,243835,354946
1132725,243836,354947
1132726,243837,354948
1132727,243838,354949
1132728,243839,354950
1132729,243840,354951
1132730,243841,354952
1132731,243842,354953
1132732,243843,354954
1132733,243844,354955
1132734,243845,354956
1132735,243846,354957
1132736,243847,354958
1132737,243848,354959
1132738,243849,354960
1132739,243850,354961
1132740,243851,354962
1132741,243852,354963
1132742,243853,354964
1132743,243854,354965
1132744,243855,354966
1132745,243856,354967
1132746,243857,354968
